Date,Adj Close
12/2/2016,5245.956055
12/5/2016,5268.308105
12/6/2016,5272.964844
12/7/2016,5265.368164
12/8/2016,5303.733887
12/9/2016,5308.125977
12/13/2016,5293.619141
12/14/2016,5262.816895
12/15/2016,5254.361816
12/16/2016,5231.651855
12/19/2016,5191.912109
12/20/2016,5162.477051
12/21/2016,5111.39209
12/22/2016,5042.870117
12/23/2016,5027.704102
12/27/2016,5102.954102
12/28/2016,5209.444824
12/29/2016,5302.565918
12/30/2016,5296.710938
1/3/2017,5275.971191
1/4/2017,5301.183105
1/5/2017,5325.503906
1/6/2017,5347.021973
1/9/2017,5316.36377
1/10/2017,5309.923828
1/11/2017,5301.236816
1/12/2017,5292.75
1/13/2017,5272.98291
1/16/2017,5270.01123
1/17/2017,5266.937988
1/18/2017,5294.78418
1/19/2017,5298.948242
1/20/2017,5254.311035
1/23/2017,5250.967773
1/24/2017,5292.087891
1/25/2017,5293.782227
1/26/2017,5317.632813
1/27/2017,5312.839844
1/30/2017,5302.662109
1/31/2017,5294.103027
2/1/2017,5327.161133
2/2/2017,5353.712891
2/3/2017,5360.76709
2/6/2017,5395.995117
2/7/2017,5381.475098
2/8/2017,5361.087891
2/9/2017,5372.077148
2/10/2017,5371.668945
2/13/2017,5409.556152
2/14/2017,5380.669922
2/16/2017,5377.998047
2/17/2017,5350.932129
2/20/2017,5359.288086
2/21/2017,5340.990234
2/22/2017,5358.683105
2/23/2017,5372.748047
2/24/2017,5385.905762
2/27/2017,5382.874023
2/28/2017,5386.691895
3/1/2017,5363.056152
3/2/2017,5408.253906
3/3/2017,5391.214844
3/6/2017,5409.816895
3/7/2017,5402.615234
3/8/2017,5393.76416
3/9/2017,5402.38623
3/10/2017,5390.676758
3/13/2017,5409.37207
3/14/2017,5431.584961
3/15/2017,5432.380859
3/16/2017,5518.241211
3/17/2017,5540.432129
3/20/2017,5533.992188
3/21/2017,5543.092773
3/22/2017,5534.092773
3/23/2017,5563.758789
3/24/2017,5567.133789
3/27/2017,5541.202148
3/29/2017,5592.509766
3/30/2017,5592.952148
3/31/2017,5568.105957
4/3/2017,5606.789063
4/4/2017,5651.823242
4/5/2017,5676.97998
4/6/2017,5680.23877
4/7/2017,5653.48584
4/10/2017,5644.298828
4/11/2017,5627.933105
4/12/2017,5644.154785
4/13/2017,5616.544922
4/17/2017,5577.486816
4/18/2017,5606.51709
4/20/2017,5595.306152
4/21/2017,5664.475098
4/25/2017,5680.795898
4/26/2017,5726.529785
4/27/2017,5707.027832
4/28/2017,5685.297852
5/2/2017,5675.808105
5/3/2017,5647.368164
5/4/2017,5669.442871
5/5/2017,5683.376953
5/8/2017,5707.861816
5/9/2017,5697.056152
5/10/2017,5653.007813
5/12/2017,5675.21582
5/15/2017,5688.870117
5/16/2017,5646.999023
5/17/2017,5615.492188
5/18/2017,5645.451172
5/19/2017,5791.883789
5/22/2017,5749.444824
5/23/2017,5730.612793
5/24/2017,5703.433105
5/26/2017,5716.814941
5/29/2017,5712.331055
5/30/2017,5693.391113
5/31/2017,5738.154785
6/2/2017,5742.445801
6/5/2017,5748.234863
6/6/2017,5707.831055
6/7/2017,5717.325195
6/8/2017,5702.921875
6/9/2017,5675.522949
6/12/2017,5691.436035
6/13/2017,5707.64502
6/14/2017,5792.896973
6/15/2017,5776.283203
6/16/2017,5723.63623
6/19/2017,5741.90918
6/20/2017,5791.903809
6/21/2017,5818.551758
6/22/2017,5829.708008
7/3/2017,5910.236816
7/4/2017,5865.36377
7/5/2017,5825.054199
7/6/2017,5849.575195
7/7/2017,5814.792969
7/10/2017,5771.505859
7/11/2017,5773.326172
7/12/2017,5819.131836
7/13/2017,5830.043945
7/14/2017,5831.794922
7/17/2017,5841.279785
7/18/2017,5822.352051
7/19/2017,5806.689941
7/20/2017,5825.208008
7/21/2017,5765.423828
7/24/2017,5801.586914
7/25/2017,5813.535156
7/26/2017,5800.206055
7/27/2017,5819.744141
7/28/2017,5831.026855
7/31/2017,5840.938965
8/1/2017,5805.205078
8/2/2017,5824.249023
8/3/2017,5780.576172
8/4/2017,5777.481934
8/7/2017,5749.291992
8/8/2017,5810.562988
8/9/2017,5824.006836
8/10/2017,5825.945801
8/11/2017,5766.138184
8/14/2017,5801.487793
8/15/2017,5835.041016
8/16/2017,5891.949219
8/18/2017,5893.84082
8/21/2017,5861.003906
8/22/2017,5880.296875
8/23/2017,5914.023926
8/24/2017,5894.117188
8/25/2017,5915.362793
8/28/2017,5903.34082
8/29/2017,5888.211914
8/30/2017,5872.505859
8/31/2017,5864.059082
9/4/2017,5813.741211
9/5/2017,5829.979004
9/6/2017,5824.138184
9/7/2017,5832.311035
9/8/2017,5857.119141
9/11/2017,5871.880859
9/12/2017,5872.376953
9/13/2017,5845.733887
9/14/2017,5852.001953
9/15/2017,5872.39209
9/18/2017,5884.61084
9/19/2017,5901.326172
9/20/2017,5906.573242
9/22/2017,5911.708008
9/25/2017,5894.611816
9/26/2017,5863.961914
9/27/2017,5863.026855
9/28/2017,5841.046875
9/29/2017,5900.854004
10/2/2017,5914.029785
10/3/2017,5939.453125
10/4/2017,5951.475098
10/5/2017,5901.905762
10/6/2017,5905.37793
10/9/2017,5914.933105
10/10/2017,5905.762207
10/11/2017,5882.787109
10/12/2017,5926.204102
10/13/2017,5924.124023
10/16/2017,5949.701172
10/17/2017,5947.330078
10/18/2017,5929.201172
10/19/2017,5910.529785
10/20/2017,5929.548828
10/23/2017,5950.025879
10/24/2017,5952.076172
10/25/2017,6025.434082
10/26/2017,5995.847168
10/27/2017,5975.280762
10/30/2017,5974.077148
10/31/2017,6005.78418
11/1/2017,6038.145996
11/2/2017,6031.106934
11/3/2017,6039.541016
11/6/2017,6050.823242
11/7/2017,6060.453125
11/8/2017,6049.383789
11/9/2017,6042.459961
11/10/2017,6021.828125
11/13/2017,6021.456055
11/14/2017,5988.291992
11/15/2017,5972.311035
11/16/2017,6037.907227
11/17/2017,6051.731934
11/20/2017,6053.282227
11/21/2017,6031.861816
11/22/2017,6069.785156
11/23/2017,6063.245117
11/24/2017,6067.14209
11/27/2017,6064.588867
11/28/2017,6070.71582
11/29/2017,6061.367188
11/30/2017,5952.138184
12/1/2017,5952.138184
12/4/2017,5998.194824
12/5/2017,6000.474121
12/6/2017,6035.507813
12/7/2017,6006.834961
12/8/2017,6030.958008
12/11/2017,6026.632813
12/12/2017,6032.371094
12/13/2017,6054.604004
12/14/2017,6113.652832
12/15/2017,6119.418945
12/18/2017,6133.962891
12/19/2017,6167.666016
12/20/2017,6109.481934
12/21/2017,6183.391113
12/22/2017,6221.013184
12/27/2017,6277.165039
12/28/2017,6314.045898
12/29/2017,6355.653809
1/2/2018,6339.237793
1/3/2018,6251.479004
1/4/2018,6292.320801
1/5/2018,6353.737793
1/8/2018,6385.403809
1/9/2018,6373.144043
1/10/2018,6371.173828
1/11/2018,6386.338867
1/12/2018,6370.064941
1/15/2018,6382.194824
1/16/2018,6429.691895
1/17/2018,6444.518066
1/18/2018,6472.666016
1/19/2018,6490.895996
1/22/2018,6500.528809
1/23/2018,6635.333984
1/24/2018,6615.492188
1/25/2018,6615.328125
1/26/2018,6660.618164
1/29/2018,6680.619141
1/30/2018,6575.492188
1/31/2018,6605.630859
2/1/2018,6598.458984
2/2/2018,6628.819824
2/5/2018,6589.674805
2/6/2018,6478.542969
2/7/2018,6534.869141
2/8/2018,6544.633789
2/9/2018,6505.522949
2/12/2018,6523.454102
2/13/2018,6578.178223
2/14/2018,6594.400879
2/15/2018,6591.582031
2/19/2018,6689.287109
2/20/2018,6662.875977
2/21/2018,6643.399902
2/22/2018,6593.060059
2/23/2018,6619.804199
2/26/2018,6554.672852
2/27/2018,6598.925781
2/28/2018,6597.217773
3/1/2018,6606.053223
3/2/2018,6582.315918
3/5/2018,6550.592773
3/6/2018,6500.11084
3/7/2018,6368.26709
3/8/2018,6443.020996
3/9/2018,6433.321777
3/12/2018,6500.686035
3/13/2018,6412.846191
3/14/2018,6382.623047
3/15/2018,6321.903809
3/16/2018,6304.952148
3/19/2018,6289.571777
3/20/2018,6243.577148
3/21/2018,6312.831055
3/22/2018,6254.074219
3/23/2018,6210.698242
3/26/2018,6200.171875
3/27/2018,6209.350098
3/28/2018,6140.836914
3/29/2018,6188.986816
4/2/2018,6240.570801
4/3/2018,6229.013184
4/4/2018,6157.096191
4/5/2018,6183.227051
4/6/2018,6175.051758
4/9/2018,6246.130859
4/10/2018,6325.817871
4/11/2018,6360.932129
4/12/2018,6310.801758
4/13/2018,6270.327148
4/16/2018,6286.748047
4/17/2018,6285.762207
4/18/2018,6320.004883
4/19/2018,6355.900879
4/20/2018,6337.694824
4/23/2018,6308.147949
4/24/2018,6229.634766
4/25/2018,6079.850098
4/26/2018,5909.198242
4/27/2018,5919.237793
4/30/2018,5994.595215
5/2/2018,6012.237793
5/3/2018,5858.731934
5/4/2018,5792.345215
5/7/2018,5885.098145
5/8/2018,5774.71582
5/9/2018,5907.937988
5/11/2018,5956.832031
5/14/2018,5947.154785
5/15/2018,5838.116211
5/16/2018,5841.463867
5/17/2018,5815.919922
5/18/2018,5783.310059
5/21/2018,5733.854004
5/22/2018,5751.119141
5/23/2018,5792.000977
5/24/2018,5946.538086
5/25/2018,5975.742188
5/28/2018,6068.325195
5/30/2018,6011.055176
5/31/2018,5983.586914
6/4/2018,6014.818848
6/5/2018,6088.790039
6/6/2018,6069.712891
6/7/2018,6106.698242
6/8/2018,5993.626953
6/20/2018,5884.039063
6/21/2018,5822.333008
6/22/2018,5821.812012
6/25/2018,5859.083008
6/26/2018,5825.648926
6/27/2018,5787.551758
6/28/2018,5667.318848
6/29/2018,5799.236816
7/2/2018,5746.77002
7/3/2018,5633.937012
7/4/2018,5733.63916
7/5/2018,5739.332031
7/6/2018,5694.912109
7/9/2018,5807.375
7/10/2018,5881.759766
7/11/2018,5893.358887
7/12/2018,5907.87207
7/13/2018,5944.074219
7/16/2018,5905.158203
7/17/2018,5861.507813
7/18/2018,5890.730957
7/19/2018,5871.077148
7/20/2018,5872.78418
7/23/2018,5915.795898
7/24/2018,5931.841797
7/25/2018,5933.88916
7/26/2018,5946.13623
7/27/2018,5989.13623
7/30/2018,6027.936035
7/31/2018,5936.442871
8/1/2018,6033.418945
8/2/2018,6011.723145
8/3/2018,6007.538086
8/6/2018,6101.130859
8/7/2018,6091.25
8/8/2018,6094.829102
8/9/2018,6065.255859
8/10/2018,6077.172852
8/13/2018,5861.246094
8/14/2018,5769.873047
8/15/2018,5816.589844
8/16/2018,5783.797852
8/20/2018,5892.191895
8/21/2018,5944.300781
8/23/2018,5982.984863
8/24/2018,5968.75
8/27/2018,6025.967773
8/28/2018,6042.649902
8/29/2018,6065.148926
8/30/2018,6018.963867
8/31/2018,6018.459961
9/3/2018,5967.579102
9/4/2018,5905.300781
9/5/2018,5683.500977
9/6/2018,5776.095215
9/7/2018,5851.464844
9/10/2018,5831.117188
9/12/2018,5798.150879
9/13/2018,5858.273926
9/14/2018,5931.280762
9/17/2018,5824.256836
9/18/2018,5811.790039
9/19/2018,5873.597168
9/20/2018,5931.266113
9/21/2018,5957.744141
9/24/2018,5882.220215
9/25/2018,5874.298828
9/26/2018,5873.270996
9/27/2018,5929.21582
9/28/2018,5976.553223
10/1/2018,5944.601074
10/2/2018,5875.619141
10/3/2018,5867.736816
10/4/2018,5756.619141
10/5/2018,5731.935059
10/8/2018,5761.073242
10/9/2018,5796.790039
10/10/2018,5820.667969
10/11/2018,5702.821777
10/12/2018,5756.490234
10/15/2018,5727.255859
10/16/2018,5800.816895
10/17/2018,5868.620117
10/18/2018,5845.242188
10/19/2018,5837.291016
10/22/2018,5840.435059
10/23/2018,5797.891113
10/24/2018,5709.416992
10/25/2018,5754.964844
10/26/2018,5784.920898
10/29/2018,5754.606934
10/30/2018,5789.100098
10/31/2018,5831.649902
11/1/2018,5835.919922
11/2/2018,5906.291992
11/5/2018,5920.594238
11/6/2018,5923.930176
11/7/2018,5939.88623
11/8/2018,5976.806152
11/9/2018,5874.153809
11/12/2018,5777.053223
11/13/2018,5835.198242
11/14/2018,5858.292969
11/15/2018,5955.73584
11/16/2018,6012.350098
11/19/2018,6005.296875
11/21/2018,5948.051758
11/22/2018,5990.810059
11/23/2018,6006.202148
11/26/2018,6022.777832
11/27/2018,6013.588867
11/28/2018,5991.246094
11/29/2018,6107.167969
11/30/2018,6056.124023
12/3/2018,6118.319824
12/4/2018,6152.859863
12/5/2018,6133.120117
12/6/2018,6115.493164
12/7/2018,6126.355957
12/10/2018,6111.359863
12/11/2018,6076.586914
12/12/2018,6115.577148
12/13/2018,6177.720215
12/14/2018,6169.842773
12/17/2018,6089.305176
12/18/2018,6081.867188
12/19/2018,6176.094238
12/20/2018,6147.875977
12/21/2018,6163.596191
12/26/2018,6127.850098
12/27/2018,6190.643066
12/28/2018,6194.498047
1/2/2019,6181.174805
1/3/2019,6221.009766
1/4/2019,6274.540039
1/7/2019,6287.224121
1/8/2019,6262.847168
1/9/2019,6272.237793
1/10/2019,6328.713867
1/11/2019,6361.464844
1/14/2019,6336.116211
1/15/2019,6408.78418
1/16/2019,6413.359863
1/17/2019,6423.779785
1/18/2019,6448.155762
1/21/2019,6450.833984
1/22/2019,6468.562012
1/23/2019,6451.169922
1/24/2019,6466.654785
1/25/2019,6482.842773
1/28/2019,6458.711914
1/29/2019,6436.47998
1/30/2019,6464.188965
1/31/2019,6532.969238
2/1/2019,6538.638184
2/4/2019,6481.451172
2/6/2019,6547.876953
2/7/2019,6536.457031
2/8/2019,6521.663086
2/11/2019,6495.001953
2/12/2019,6426.325195
2/13/2019,6419.116211
2/14/2019,6420.018066
2/15/2019,6389.084961
2/18/2019,6497.814941
2/19/2019,6494.666992
2/20/2019,6512.78418
2/21/2019,6537.766113
2/22/2019,6501.37793
2/25/2019,6525.35791
2/26/2019,6540.950195
2/27/2019,6525.683105
2/28/2019,6443.348145
3/1/2019,6499.883789
3/4/2019,6488.419922
3/5/2019,6441.279785
3/6/2019,6457.956055
3/8/2019,6383.067871
3/11/2019,6366.434082
3/12/2019,6353.773926
3/13/2019,6377.575195
3/14/2019,6413.266113
3/15/2019,6461.183105
3/18/2019,6509.446777
3/19/2019,6480.275879
3/20/2019,6482.709961
3/21/2019,6501.775879
3/22/2019,6525.273926
3/25/2019,6411.250977
3/26/2019,6469.999023
3/27/2019,6444.737793
3/28/2019,6480.788086
3/29/2019,6468.754883
4/1/2019,6452.61084
4/2/2019,6476.065918
4/4/2019,6494.629883
4/5/2019,6474.018066
4/8/2019,6425.733887
4/9/2019,6484.348145
4/10/2019,6478.326172
4/11/2019,6410.166016
4/12/2019,6405.866211
4/15/2019,6435.150879
4/16/2019,6481.541016
4/18/2019,6507.221191
4/22/2019,6414.743164
4/23/2019,6462.821777
4/24/2019,6447.884766
4/25/2019,6372.787109
4/26/2019,6401.080078
4/29/2019,6425.89502
4/30/2019,6455.352051
5/2/2019,6374.421875
5/3/2019,6319.458984
5/6/2019,6256.352051
5/7/2019,6297.317871
5/8/2019,6270.202148
5/9/2019,6198.804199
5/10/2019,6209.118164
5/13/2019,6135.395996
5/14/2019,6071.202148
5/15/2019,5980.884766
5/16/2019,5895.737793
5/17/2019,5826.868164
5/20/2019,5907.121094
5/21/2019,5951.37207
5/22/2019,5939.63623
5/23/2019,6032.695801
5/24/2019,6057.353027
5/27/2019,6098.974121
5/28/2019,6033.14209
5/29/2019,6104.105957
5/31/2019,6209.117188
6/10/2019,6289.609863
6/11/2019,6305.992188
6/12/2019,6276.176758
6/13/2019,6273.082031
6/14/2019,6250.265137
6/17/2019,6190.524902
6/18/2019,6257.330078
6/19/2019,6339.262207
6/20/2019,6335.698242
6/21/2019,6315.436035
6/24/2019,6288.464844
6/25/2019,6320.444824
6/26/2019,6310.48877
6/27/2019,6352.709961
6/28/2019,6358.628906
7/1/2019,6379.687988
7/2/2019,6384.897949
7/3/2019,6362.62207
7/4/2019,6375.966797
7/5/2019,6373.477051
7/8/2019,6351.827148
7/9/2019,6388.323242
7/10/2019,6410.683105
7/11/2019,6417.065918
7/12/2019,6373.345215
7/15/2019,6418.233887
7/16/2019,6401.879883
7/17/2019,6394.608887
7/18/2019,6403.293945
7/19/2019,6456.539063
7/22/2019,6433.546875
7/23/2019,6403.810059
7/24/2019,6384.986816
7/25/2019,6401.365234
7/26/2019,6325.236816
7/29/2019,6299.035156
7/30/2019,6376.996094
7/31/2019,6390.504883
8/1/2019,6381.541992
8/2/2019,6340.180176
8/5/2019,6175.703125
8/6/2019,6119.471191
8/7/2019,6204.194824
8/8/2019,6274.670898
8/9/2019,6282.131836
8/12/2019,6250.595215
8/13/2019,6210.961914
8/14/2019,6267.334961
8/15/2019,6257.585938
8/16/2019,6286.657227
8/19/2019,6296.714844
8/20/2019,6295.737793
8/21/2019,6252.966797
8/22/2019,6239.245117
8/23/2019,6255.597168
8/26/2019,6214.509766
8/27/2019,6278.170898
8/28/2019,6281.645996
8/29/2019,6289.119141
8/30/2019,6328.470215
9/2/2019,6290.545898
9/3/2019,6261.589844
9/4/2019,6269.664063
9/5/2019,6306.803223
9/6/2019,6308.950195
9/9/2019,6326.212891
9/10/2019,6336.672852
9/11/2019,6381.954102
9/12/2019,6342.173828
9/13/2019,6334.842773
9/16/2019,6219.435059
9/17/2019,6236.689941
9/18/2019,6276.632813
9/19/2019,6244.470215
9/20/2019,6231.473145
9/23/2019,6206.199219
9/24/2019,6137.60791
9/25/2019,6146.403809
9/26/2019,6230.333984
9/27/2019,6196.88916
9/30/2019,6169.102051
10/1/2019,6138.25
10/2/2019,6055.424805
10/3/2019,6038.528809
10/4/2019,6061.251953
10/7/2019,6000.582031
10/8/2019,6039.601074
10/9/2019,6029.160156
10/10/2019,6023.641113
10/11/2019,6105.799805
10/14/2019,6126.876953
10/15/2019,6158.166016
10/16/2019,6169.591797
10/17/2019,6181.01416
10/18/2019,6191.946777
10/21/2019,6198.986816
10/22/2019,6225.49707
10/23/2019,6257.806152
10/24/2019,6339.646973
10/25/2019,6252.345215
10/28/2019,6265.383789
10/29/2019,6281.138184
10/30/2019,6295.74707
10/31/2019,6228.316895
11/1/2019,6207.190918
11/4/2019,6180.344238
11/5/2019,6264.151855
11/6/2019,6217.544922
11/7/2019,6165.624023
11/8/2019,6177.98584
11/11/2019,6148.740234
11/12/2019,6180.992188
11/13/2019,6142.500977
11/14/2019,6098.950195
11/15/2019,6128.345215
11/18/2019,6122.625
11/19/2019,6152.089844
11/20/2019,6155.108887
11/21/2019,6117.36377
11/22/2019,6100.242188
11/25/2019,6070.762207
11/26/2019,6026.187988
11/27/2019,6023.039063
11/28/2019,5953.060059
11/29/2019,6011.830078
12/2/2019,6130.055176
12/3/2019,6133.895996
12/4/2019,6112.878906
12/5/2019,6152.117188
12/6/2019,6186.868164
12/9/2019,6193.791016
12/10/2019,6183.504883
12/11/2019,6180.099121
12/12/2019,6139.396973
12/13/2019,6197.317871
12/16/2019,6211.591797
12/17/2019,6244.352051
12/18/2019,6287.25
12/19/2019,6249.930176
12/20/2019,6284.37207
12/23/2019,6305.910156
12/26/2019,6319.442871
12/27/2019,6329.313965
12/30/2019,6299.539063
1/2/2020,6283.581055
1/3/2020,6323.46582
1/6/2020,6257.402832
1/7/2020,6279.346191
1/8/2020,6225.686035
1/9/2020,6274.493164
1/10/2020,6274.940918
1/13/2020,6296.566895
1/14/2020,6325.405762
1/15/2020,6283.365234
1/16/2020,6286.047852
1/17/2020,6291.657227
1/20/2020,6245.042969
1/21/2020,6238.152832
1/22/2020,6233.453125
1/23/2020,6249.209961
1/24/2020,6244.108887
1/27/2020,6133.208008
1/28/2020,6111.184082
1/29/2020,6113.044922
1/30/2020,6057.596191
1/31/2020,5940.047852
2/3/2020,5884.169922
2/4/2020,5922.338867
2/5/2020,5978.509766
2/6/2020,5987.14502
2/7/2020,5999.606934
2/10/2020,5952.083008
2/11/2020,5954.396973
2/12/2020,5913.081055
2/13/2020,5871.954102
2/14/2020,5866.944824
2/17/2020,5867.522949
2/18/2020,5886.961914
2/19/2020,5928.791016
2/20/2020,5942.486816
2/21/2020,5882.254883
2/24/2020,5807.049805
2/25/2020,5787.138184
2/26/2020,5688.920898
2/27/2020,5535.693848
2/28/2020,5452.704102
3/2/2020,5361.246094
3/3/2020,5518.62793
3/4/2020,5650.13623
3/5/2020,5638.129883
3/6/2020,5498.540039
3/9/2020,5136.809082
3/10/2020,5220.826172
3/11/2020,5154.10498
3/12/2020,4895.748047
3/13/2020,4907.570801
3/16/2020,4690.657227
3/17/2020,4456.749023
3/18/2020,4330.673828
3/19/2020,4105.421875
3/20/2020,4194.943848
3/23/2020,3989.51709
3/24/2020,3937.63208
3/26/2020,4338.903809
3/27/2020,4545.570801
3/30/2020,4414.5
3/31/2020,4538.930176
4/1/2020,4466.037109
4/2/2020,4531.685059
4/3/2020,4623.429199
4/6/2020,4811.827148
4/7/2020,4778.63916
4/8/2020,4626.694824
4/9/2020,4649.079102
4/13/2020,4623.894043
4/14/2020,4706.491211
4/15/2020,4625.904785
4/16/2020,4480.606934
4/17/2020,4634.820801
4/20/2020,4575.904785
4/21/2020,4501.918945
4/22/2020,4567.562012
4/23/2020,4593.554199
4/24/2020,4496.063965
4/27/2020,4513.141113
4/28/2020,4529.554199
4/29/2020,4567.323242
4/30/2020,4716.402832
5/4/2020,4605.486816
5/5/2020,4630.132813
5/6/2020,4608.790039
5/8/2020,4597.430176
5/11/2020,4639.10498
5/12/2020,4588.733887
5/13/2020,4554.358887
5/14/2020,4513.833984
5/15/2020,4507.606934
5/18/2020,4511.058105
5/19/2020,4548.655762
5/20/2020,4545.952148
5/26/2020,4626.798828
5/27/2020,4641.555176
5/28/2020,4716.185059
5/29/2020,4753.611816
6/2/2020,4847.506836
6/3/2020,4941.005859
6/4/2020,4916.704102
6/5/2020,4947.782227
6/8/2020,5070.561035
6/9/2020,5035.055176
6/10/2020,4920.682129
6/11/2020,4854.753906
6/12/2020,4880.358887
6/15/2020,4816.335938
6/16/2020,4986.458008
6/17/2020,4987.775879
6/18/2020,4925.248047
6/19/2020,4942.274902
6/22/2020,4918.831055
6/23/2020,4879.132813
6/24/2020,4964.734863
6/25/2020,4896.72998
6/26/2020,4904.087891
6/29/2020,4901.817871
6/30/2020,4905.39209
7/1/2020,4914.388184
7/2/2020,4966.779785
7/3/2020,4973.793945
7/6/2020,4988.866211
7/7/2020,4987.082031
7/8/2020,5076.173828
7/9/2020,5052.793945
7/10/2020,5031.255859
7/13/2020,5064.446777
7/14/2020,5079.12207
7/15/2020,5075.797852
7/16/2020,5098.374023
7/17/2020,5079.584961
7/20/2020,5051.105957
